,SW,PHIF,VSH
13379,0.301,0.248,0.237
22023,0.46299999999999997,0.20800000000000002,0.09300000000000001
9902,0.3277,0.1942,0.3346
16282,0.332,0.183,0.386
21062,0.139,0.243,0.217
12040,1.0,0.0875,0.5982
14674,1.0,0.06,0.732
19526,0.109,0.231,0.066
11981,1.0,0.0828,0.5864
20710,0.135,0.237,0.252
7842,0.2756,0.2674,0.2087
10958,1.0,0.0556,0.1985
535,0.9707,0.0861,0.3038
14610,1.0,0.063,0.768
25397,0.21100000000000002,0.179,0.152
1186,1.0,0.109,0.2336
6938,0.2101,0.2218,0.2098
6375,0.9707,0.1851,0.3231
2040,1.0,0.02,0.27
14367,1.0,0.07200000000000001,0.406
26581,0.298,0.174,0.209
26720,0.35,0.218,0.233
7720,0.2029,0.2077,0.2951
27661,0.72,0.13699999999999998,0.215
27821,0.929,0.10800000000000001,0.152
4128,0.278,0.1952,0.0549
20643,0.11199999999999999,0.256,0.156
15029,1.0,0.064,0.354
13890,1.0,0.031,0.607
1768,1.0,0.0561,0.2724
2636,0.611,0.2079,0.248
21333,0.315,0.187,0.405
21151,0.129,0.261,0.188
7245,0.41200000000000003,0.1642,0.2258
26657,0.342,0.133,0.179
12509,1.0,0.07,0.812
13727,0.585,0.133,0.46399999999999997
3718,1.0,0.0736,0.4012
21363,0.222,0.19399999999999998,0.336
12027,0.8068,0.1105,0.6399
12169,1.0,0.063,0.7372
250,1.0,0.2229,0.0188
1142,1.0,0.0863,0.3178
10774,0.7572,0.1484,0.3166
8429,0.2499,0.2322,0.3541
16897,0.21600000000000003,0.19699999999999998,0.27899999999999997
10744,0.48200000000000004,0.2375,0.3357
18981,1.0,0.052000000000000005,0.295
21958,0.43,0.20800000000000002,0.102
57,1.0,0.188,0.1658
27125,0.43200000000000005,0.198,0.049
13267,0.37200000000000005,0.198,0.249
9695,0.265,0.2253,0.2896
16919,0.377,0.145,0.371
6995,0.1953,0.2535,0.2044
11987,1.0,0.0412,0.5641
27581,0.9179999999999999,0.21,0.094
26231,0.484,0.214,0.045
16136,0.212,0.155,0.331
11324,0.2655,0.1865,0.1385
13541,0.225,0.196,0.125
14856,0.664,0.109,0.23199999999999998
679,0.7878,0.0554,0.2801
26308,0.45299999999999996,0.136,0.046
10848,0.24100000000000002,0.1767,0.1532
26939,0.445,0.203,0.055999999999999994
7982,0.109,0.2287,0.0365
6536,0.6467,0.1443,0.203
1172,1.0,0.1774,0.1611
2545,0.3416,0.1978,0.0696
27555,1.0,0.02,0.086
16318,0.22399999999999998,0.256,0.33399999999999996
14357,1.0,0.086,0.485
14128,1.0,0.049,0.667
19064,0.324,0.09300000000000001,0.278
21638,0.425,0.127,0.073
15927,0.336,0.188,0.435
27831,0.8140000000000001,0.10800000000000001,0.25
21434,0.598,0.14,0.478
768,1.0,0.02,0.2903
19162,1.0,0.068,0.292
7505,0.341,0.1953,0.3391
4888,0.8623,0.1404,0.603
10299,0.3515,0.2457,0.3589
22067,0.466,0.21899999999999997,0.11599999999999999
22731,0.139,0.243,0.175
7123,0.6708,0.0474,0.1842
14904,1.0,0.02,0.19899999999999998
4674,0.4823,0.1015,0.4989
3150,1.0,0.1147,0.1622
14815,0.9490000000000001,0.10300000000000001,0.297
12945,0.163,0.23199999999999998,0.057999999999999996
24684,0.708,0.113,0.28300000000000003
14898,0.85,0.077,0.22399999999999998
25660,0.147,0.24,0.122
5086,0.915,0.1229,0.4914
15136,0.113,0.245,0.10099999999999999
21767,0.516,0.217,0.031
1471,0.9594,0.1479,0.1831
16243,0.256,0.163,0.275
3658,1.0,0.0669,0.4298
26246,0.47100000000000003,0.21600000000000003,0.044000000000000004
2499,1.0,0.0436,0.2644
10655,0.6141,0.1488,0.4225
24168,1.0,0.077,0.545
24688,0.807,0.11,0.297
8434,0.2956,0.2277,0.3611
24366,1.0,0.10099999999999999,0.33899999999999997
12792,0.71,0.22899999999999998,0.385
4648,0.8036,0.1686,0.5728
14797,1.0,0.068,0.384
2433,1.0,0.1048,0.3187
1743,1.0,0.0629,0.3216
12895,0.43799999999999994,0.096,0.27
5085,0.9425,0.1191,0.5032
9516,0.1847,0.2228,0.1593
20990,0.614,0.10099999999999999,0.312
24230,1.0,0.065,0.53
14402,1.0,0.07200000000000001,0.41
10624,0.485,0.223,0.2695
21362,0.23399999999999999,0.18899999999999997,0.321
23869,0.534,0.062,0.29
23109,0.132,0.247,0.156
21064,0.13699999999999998,0.24600000000000002,0.203
11553,0.1901,0.2166,0.0689
12665,0.215,0.18600000000000003,0.083
13554,0.3,0.251,0.19699999999999998
2338,0.3683,0.2073,0.0916
22461,0.131,0.257,0.16899999999999998
21807,0.264,0.221,0.08199999999999999
16929,0.358,0.192,0.349
2598,0.3697,0.2555,0.1738
24305,1.0,0.084,0.49700000000000005
6875,0.2929,0.2374,0.2853
11236,0.2036,0.2307,0.1098
6656,0.2671,0.2502,0.2578
7425,0.4362,0.0886,0.2261
9971,0.3336,0.2133,0.2489
1589,0.9565,0.1438,0.3221
1448,1.0,0.1699,0.2915
21780,0.517,0.218,0.043
16718,0.609,0.099,0.389
25791,0.163,0.25,0.151
7147,0.4617,0.0826,0.2124
8545,0.5244,0.185,0.4851
22894,0.32799999999999996,0.222,0.264
16235,0.256,0.168,0.255
7137,0.418,0.0881,0.2072
12064,1.0,0.0983,0.52
16133,0.257,0.11199999999999999,0.36200000000000004
571,0.6259,0.0653,0.2322
21946,0.457,0.2,0.077
269,1.0,0.1863,0.2002
15564,0.11900000000000001,0.262,0.2
7685,0.3279,0.22899999999999998,0.3083
15020,1.0,0.024,0.22699999999999998
26157,0.125,0.21100000000000002,0.044000000000000004
2281,0.1951,0.2413,0.0844
7729,0.2565,0.2594,0.2365
27115,0.433,0.192,0.047
26129,1.0,0.033,0.40299999999999997
14603,1.0,0.065,0.713
22501,0.134,0.244,0.175
26766,0.313,0.21100000000000002,0.204
2565,0.9918,0.1115,0.1751
26717,0.358,0.215,0.243
21820,0.28800000000000003,0.213,0.091
22892,0.297,0.22399999999999998,0.247
6872,0.2937,0.23800000000000002,0.2931
5571,1.0,0.0503,0.4362
7098,0.2155,0.2408,0.1968
7043,0.2141,0.2529,0.2089
5989,1.0,0.0473,0.5303
9854,0.2894,0.1893,0.3132
11012,0.2448,0.2174,0.1223
27684,0.8540000000000001,0.235,0.32
21849,0.465,0.171,0.07
2806,0.3593,0.2135,0.1932
19755,0.6559999999999999,0.08900000000000001,0.426
14937,1.0,0.028999999999999998,0.413
3572,1.0,0.0606,0.3938
19049,0.397,0.09699999999999999,0.41100000000000003
22494,0.131,0.252,0.17
19661,0.11900000000000001,0.23800000000000002,0.091
8439,0.3213,0.2295,0.3719
16904,0.23600000000000002,0.198,0.27399999999999997
22572,0.127,0.249,0.162
16056,0.387,0.19,0.45899999999999996
24997,1.0,0.08800000000000001,0.418
6207,1.0,0.1521,0.3906
22223,0.299,0.203,0.12
15652,0.092,0.26,0.21600000000000003
7355,0.192,0.2607,0.1951
11380,0.1904,0.1848,0.098
6886,0.2925,0.2339,0.2885
6891,0.2739,0.2368,0.2804
1298,1.0,0.1268,0.2578
16859,0.195,0.19399999999999998,0.249
16851,0.20199999999999999,0.195,0.235
21198,0.507,0.151,0.45
10319,0.3769,0.2251,0.5321
24929,1.0,0.02,0.295
22920,0.36200000000000004,0.16399999999999998,0.28300000000000003
7923,0.978,0.1418,0.4715
21947,0.449,0.19899999999999998,0.071
15413,0.096,0.271,0.187
194,0.9155,0.0978,0.3194
1659,1.0,0.147,0.35200000000000004
21943,0.45,0.20600000000000002,0.076
6866,0.2919,0.24600000000000002,0.2862
8618,0.3403,0.2365,0.3254
24592,1.0,0.109,0.29100000000000004
13236,0.21899999999999997,0.158,0.21600000000000003
21635,0.409,0.138,0.065
16882,0.187,0.193,0.248
1626,0.9177,0.1391,0.2354
3233,1.0,0.0938,0.3404
479,0.9317,0.1663,0.3134
22166,0.33799999999999997,0.21100000000000002,0.10300000000000001
27419,0.8370000000000001,0.19899999999999998,0.12
3185,1.0,0.1007,0.3085
4323,0.4493,0.1926,0.1238
6991,0.1939,0.2525,0.2079
5988,1.0,0.0781,0.4518
3356,1.0,0.0739,0.2826
2960,1.0,0.0499,0.2992
12952,0.155,0.228,0.057
27645,0.956,0.18600000000000003,0.17
16152,0.222,0.16899999999999998,0.318
7833,0.27,0.2612,0.2137
8783,0.4908,0.2335,0.3372
22291,0.142,0.265,0.16899999999999998
9859,0.3056,0.1869,0.3232
15864,0.807,0.07400000000000001,0.484
26169,0.11900000000000001,0.21899999999999997,0.05
21845,0.415,0.182,0.065
6478,1.0,0.0515,0.3654
10626,0.4862,0.2235,0.2897
6535,0.6288,0.1478,0.2012
2425,0.6171,0.2057,0.2376
12802,1.0,0.046,0.507
14896,0.703,0.095,0.22
222,0.7249,0.1315,0.3573
25617,0.23199999999999998,0.098,0.12
24759,1.0,0.040999999999999995,0.435
1451,0.9708,0.1751,0.275
25014,1.0,0.064,0.552
10682,0.6229,0.1793,0.3599
22317,0.12300000000000001,0.262,0.16
14415,1.0,0.077,0.313
21612,0.385,0.226,0.066
27473,0.598,0.19399999999999998,0.14800000000000002
10525,0.3882,0.2431,0.3303
14212,1.0,0.065,0.7090000000000001
27666,0.695,0.174,0.455
8723,0.5069,0.2352,0.3617
10104,0.1666,0.1246,0.2464
16350,0.233,0.253,0.341
12500,1.0,0.069,0.828
12007,0.8195,0.1004,0.6185
56,1.0,0.1904,0.1527
3768,0.9699,0.1343,0.308
1158,1.0,0.1181,0.2926
16281,0.33399999999999996,0.185,0.381
13580,0.305,0.237,0.183
14486,0.812,0.09699999999999999,0.217
26841,0.479,0.22,0.364
13107,0.375,0.223,0.243
15721,0.496,0.262,0.187
24189,1.0,0.08199999999999999,0.521
22480,0.129,0.253,0.161
14892,0.7140000000000001,0.102,0.21100000000000002
7704,0.6745,0.1186,0.4734
311,1.0,0.1877,0.0995
15828,0.342,0.166,0.336
4731,0.8807,0.1662,0.4676
7150,0.9631,0.0328,0.2264
27465,0.732,0.19,0.17300000000000001
1207,1.0,0.1116,0.2056
16842,0.235,0.185,0.25
2895,1.0,0.02,0.2788
22847,0.225,0.188,0.242
9778,0.2476,0.2192,0.2044
20849,0.198,0.218,0.33
16542,0.424,0.094,0.33799999999999997
4760,0.7652,0.0799,0.405
21646,0.364,0.14800000000000002,0.043
2753,0.3894,0.1911,0.1605
10052,0.3454,0.2064,0.2701
8507,0.3855,0.2139,0.2979
23311,0.111,0.213,0.166
2174,1.0,0.0939,0.5655
22262,0.325,0.209,0.102
399,1.0,0.0486,0.2409
11247,0.2195,0.2412,0.0853
24710,1.0,0.078,0.242
4589,0.7413,0.1173,0.5458
21883,0.382,0.21,0.10400000000000001
3941,1.0,0.099,0.38
4626,1.0,0.1439,0.5952
8038,0.1082,0.2406,0.0189
26261,0.27699999999999997,0.21899999999999997,0.046
16406,0.303,0.184,0.37799999999999995
24720,1.0,0.07,0.249
17045,0.35,0.222,0.10800000000000001
8697,0.4707,0.2301,0.3434
25008,1.0,0.098,0.495
9965,0.3199,0.2229,0.2656
16397,0.42700000000000005,0.149,0.39299999999999996
8589,0.47700000000000004,0.1788,0.3246
16284,0.33299999999999996,0.17600000000000002,0.39399999999999996
7173,0.96,0.0335,0.2467
6023,0.5852,0.1306,0.4168
933,0.7545,0.141,0.4927
19257,0.9470000000000001,0.11199999999999999,0.271
26175,0.107,0.214,0.043
606,1.0,0.125,0.2188
2293,0.2873,0.2022,0.0864
16849,0.205,0.195,0.237
1277,1.0,0.1505,0.254
9720,0.2334,0.2269,0.2348
23805,0.191,0.153,0.248
15049,1.0,0.049,0.408
13089,0.433,0.228,0.22399999999999998
4102,0.8135,0.0735,0.2353
1780,1.0,0.02,0.5216
1210,1.0,0.1382,0.1695
7560,0.3064,0.252,0.311
26002,0.19,0.21,0.163
24920,1.0,0.02,0.253
3065,1.0,0.0342,0.3512
21396,1.0,0.066,0.46299999999999997
1377,1.0,0.1265,0.3079
22895,0.318,0.218,0.256
15867,0.7909999999999999,0.079,0.494
8328,0.2743,0.2265,0.2443
14875,0.7559999999999999,0.098,0.20600000000000002
19706,0.107,0.237,0.064
11594,0.2281,0.1965,0.0958
2492,0.4666,0.1519,0.1328
25742,0.7020000000000001,0.085,0.385
16801,0.33399999999999996,0.166,0.313
6273,1.0,0.1715,0.4502
22570,0.126,0.249,0.16399999999999998
1697,0.7907,0.1597,0.2404
11956,0.9112,0.0923,0.622
393,1.0,0.0297,0.2878
171,0.7709,0.2198,0.3455
10568,0.4015,0.1987,0.2993
23699,1.0,0.039,0.507
13886,1.0,0.027999999999999997,0.691
375,0.8786,0.1482,0.4844
6119,0.7756,0.1385,0.452
11796,0.2592,0.1901,0.0984
19217,1.0,0.02,0.247
13242,0.561,0.085,0.22
6799,0.4423,0.2475,0.1489
10633,0.4595,0.2238,0.2909
13607,0.317,0.218,0.171
2265,0.2528,0.2411,0.1111
2693,0.1371,0.179,0.0303
22422,0.11800000000000001,0.265,0.14800000000000002
3641,0.9252,0.1019,0.3922
15770,0.504,0.254,0.16
11720,0.2942,0.1836,0.1286
25973,0.183,0.214,0.139
4594,1.0,0.0263,0.5547
2269,0.24600000000000002,0.2339,0.1078
6920,0.2393,0.2079,0.2394
21547,0.113,0.21899999999999997,0.1
25721,0.153,0.255,0.214
7489,0.3507,0.2058,0.3589
836,1.0,0.02,0.3065
10072,0.2911,0.22899999999999998,0.3074
10392,0.2518,0.2292,0.23600000000000002
27167,0.41700000000000004,0.16899999999999998,0.059000000000000004
2510,0.3198,0.2232,0.1324
24408,1.0,0.062,0.294
19839,1.0,0.054000000000000006,0.45
14774,1.0,0.08900000000000001,0.55
23092,0.157,0.212,0.24600000000000002
7959,0.1065,0.2291,0.0275
5503,1.0,0.0421,0.4512
20491,0.183,0.14400000000000002,0.139
9633,0.2856,0.2141,0.2193
11535,0.2507,0.1781,0.0882
5711,0.7162,0.2508,0.2746
485,0.9654,0.1987,0.3165
11818,0.3039,0.13,0.0917
26401,0.48700000000000004,0.191,0.06
24753,1.0,0.036000000000000004,0.38799999999999996
11886,1.0,0.0552,0.5658
7049,0.2194,0.254,0.218
22321,0.12300000000000001,0.261,0.14
22419,0.11800000000000001,0.265,0.165
14899,0.9009999999999999,0.07200000000000001,0.228
991,1.0,0.0374,0.1755
26848,0.5489999999999999,0.21600000000000003,0.326
10914,0.6847,0.1255,0.22699999999999998
13814,1.0,0.113,0.26899999999999996
21185,0.711,0.105,0.513
14657,1.0,0.059000000000000004,0.7040000000000001
19087,0.363,0.155,0.27
26773,0.336,0.201,0.24
2344,0.3495,0.2171,0.1084
24411,1.0,0.06,0.287
9647,0.2824,0.2197,0.2111
22602,0.134,0.24600000000000002,0.187
24893,1.0,0.02,0.308
27565,0.843,0.23,0.081
7932,0.4984,0.1028,0.455
25649,0.161,0.212,0.146
23136,0.11199999999999999,0.257,0.152
13877,1.0,0.076,0.872
9871,0.2933,0.1983,0.3418
3766,1.0,0.1161,0.3514
16381,0.235,0.24600000000000002,0.32299999999999995
12730,0.316,0.20800000000000002,0.215
1211,1.0,0.1495,0.1546
26218,0.508,0.212,0.046
26383,0.466,0.15,0.036000000000000004
21581,0.315,0.21899999999999997,0.08199999999999999
22008,0.435,0.215,0.10099999999999999
23672,1.0,0.046,0.541
3539,1.0,0.0953,0.3369
8413,0.2132,0.2295,0.3541
25826,0.16899999999999998,0.249,0.18100000000000002
2116,1.0,0.0719,0.7866
12676,0.33899999999999997,0.091,0.071
3664,1.0,0.0905,0.3364
12808,0.787,0.129,0.637
4865,1.0,0.0577,0.4484
26491,0.19,0.184,0.08800000000000001
3905,1.0,0.0826,0.47
3063,1.0,0.049,0.2767
19046,0.42200000000000004,0.099,0.406
13120,0.665,0.161,0.34700000000000003
2111,1.0,0.0727,0.7899
9497,0.1957,0.2196,0.1628
6925,0.2343,0.2134,0.2283
25669,0.145,0.24,0.127
8487,0.4029,0.2048,0.3262
11506,0.5188,0.0703,0.1263
15751,0.49200000000000005,0.259,0.16
5729,0.6890000000000001,0.261,0.2253
11593,0.2296,0.1944,0.092
6777,0.3828,0.2451,0.2661
27609,0.927,0.191,0.133
22244,0.301,0.21600000000000003,0.12300000000000001
2167,1.0,0.1116,0.6575
2623,0.8213,0.0985,0.2177
16910,0.258,0.188,0.331
7807,0.4185,0.1804,0.2912
7340,0.1905,0.2716,0.1878
421,1.0,0.0683,0.2415
1698,0.8156,0.1609,0.2388
14706,1.0,0.084,0.779
27035,0.419,0.124,0.045
19181,1.0,0.048,0.308
9754,0.2595,0.2121,0.2357
9580,0.22,0.2197,0.2166
14203,1.0,0.062,0.7609999999999999
5717,0.7048,0.2588,0.2546
15912,0.36,0.191,0.433
11254,0.2302,0.2375,0.1136
12653,0.406,0.095,0.134
2147,1.0,0.0702,0.7859
23472,0.17600000000000002,0.23800000000000002,0.207
4676,0.4662,0.1071,0.5099
6344,1.0,0.0302,0.48700000000000004
7195,0.4115,0.1147,0.3151
20669,0.11199999999999999,0.22,0.207
26704,0.391,0.214,0.245
23644,1.0,0.02,0.495
4599,1.0,0.065,0.6021
26345,0.384,0.12300000000000001,0.036000000000000004
997,1.0,0.0726,0.7241
13345,0.307,0.215,0.355
2057,1.0,0.0714,0.5461
25177,1.0,0.067,0.615
4495,0.8231,0.1346,0.2313
24487,1.0,0.094,0.272
6744,0.3351,0.2333,0.1394
25905,1.0,0.031,0.525
19515,0.113,0.228,0.078
2186,1.0,0.102,0.4083
4546,0.9055,0.218,0.0418
26342,0.384,0.131,0.028999999999999998
3457,0.9756,0.1777,0.1895
18528,0.813,0.09,0.551
16657,0.264,0.134,0.39
26374,0.43799999999999994,0.141,0.039
5663,1.0,0.0598,0.4351
22386,0.122,0.264,0.151
3726,1.0,0.0983,0.3203
25754,0.479,0.099,0.315
3716,1.0,0.0589,0.3823
25886,0.81,0.061,0.313
24911,1.0,0.02,0.254
25169,1.0,0.025,0.5820000000000001
16158,0.24600000000000002,0.175,0.237
16286,0.40299999999999997,0.13699999999999998,0.41
14501,0.611,0.099,0.193
10285,0.3361,0.2485,0.3371
14275,1.0,0.024,0.6970000000000001
22592,0.13,0.24600000000000002,0.154
1587,0.9915,0.1381,0.3248
26699,0.413,0.20600000000000002,0.256
5540,1.0,0.0311,0.3999
3517,0.9948,0.1005,0.3604
23453,0.174,0.218,0.306
22977,0.703,0.055,0.28300000000000003
14782,1.0,0.115,0.46799999999999997
3271,1.0,0.0859,0.2976
906,1.0,0.0261,0.5791
26016,0.182,0.23,0.146
6174,0.9214,0.1678,0.4132
19206,1.0,0.02,0.26
6764,0.4764,0.2173,0.3375
6783,0.3839,0.2288,0.155
16020,0.552,0.12,0.484
25903,1.0,0.035,0.525
4630,0.9407,0.1597,0.5522
25655,0.146,0.243,0.127
5822,0.7152,0.258,0.2198
21774,0.516,0.22,0.027999999999999997
6250,0.6306,0.1285,0.4049
5709,0.7189,0.2509,0.2799
12890,0.125,0.203,0.09
8219,0.3323,0.2395,0.2908
7113,0.6256,0.0534,0.1668
6711,0.35600000000000004,0.21,0.1375
10410,0.3331,0.2194,0.2748
3205,1.0,0.0686,0.1979
12079,1.0,0.0911,0.4743
12934,0.18899999999999997,0.228,0.055
16143,0.196,0.161,0.3
19075,0.22899999999999998,0.14,0.321
9851,0.2883,0.1906,0.3217
5413,0.4058,0.1668,0.3888
11074,0.2031,0.2453,0.128
8137,0.1449,0.2303,0.1251
2602,0.321,0.2547,0.153
9465,0.1533,0.2356,0.1735
11462,0.4678,0.0665,0.1463
26631,0.449,0.062,0.218
13899,1.0,0.019,0.645
2340,0.3361,0.214,0.081
228,0.8502,0.1047,0.5251
19100,1.0,0.037000000000000005,0.298
26555,0.39,0.204,0.20800000000000002
10917,0.9343,0.0841,0.22
22983,0.214,0.124,0.258
822,1.0,0.02,0.2812
13253,0.48700000000000004,0.13699999999999998,0.19
15881,0.536,0.11900000000000001,0.505
25394,0.221,0.191,0.146
21412,0.655,0.11900000000000001,0.49
20995,0.40700000000000003,0.154,0.304
23722,0.564,0.046,0.488
27478,0.716,0.16,0.128
12683,0.56,0.081,0.11900000000000001
23856,0.287,0.129,0.218
7684,0.292,0.2337,0.2883
14799,1.0,0.055999999999999994,0.373
7949,0.1112,0.2218,0.0345
1517,1.0,0.1296,0.2598
377,0.7933,0.1425,0.4665
16837,0.24600000000000002,0.187,0.26
14148,1.0,0.039,0.733
24221,1.0,0.04,0.512
11321,0.2587,0.1904,0.1579
26708,0.366,0.217,0.247
8796,0.4886,0.2205,0.3521
2377,0.6516,0.1854,0.2331
8579,0.4878,0.1825,0.3384
22971,1.0,0.023,0.26
9887,0.3092,0.1845,0.3263
12773,0.366,0.193,0.183
15400,0.10099999999999999,0.272,0.152
17188,0.1,0.24600000000000002,0.09
24154,1.0,0.04,0.5710000000000001
1562,1.0,0.1209,0.4211
829,1.0,0.0309,0.2612
12128,1.0,0.02,0.2704
11437,0.2697,0.1628,0.1146
2929,1.0,0.0223,0.2277
6675,0.2613,0.2643,0.2431
26782,0.40700000000000003,0.21600000000000003,0.24
22915,0.386,0.17800000000000002,0.345
21393,0.753,0.091,0.48100000000000004
24485,1.0,0.096,0.27399999999999997
10334,0.3693,0.2214,0.5081
25443,0.20199999999999999,0.20600000000000002,0.142
72,0.9309999999999999,0.1695,0.1672
14024,1.0,0.062,0.779
25911,1.0,0.037000000000000005,0.561
20767,0.132,0.267,0.19
14550,1.0,0.02,0.27899999999999997
8239,0.2952,0.2269,0.2578
24873,1.0,0.044000000000000004,0.359
25665,0.145,0.23800000000000002,0.114
13398,0.325,0.253,0.205
19862,1.0,0.02,0.52
1530,1.0,0.1334,0.2618
26181,0.267,0.207,0.042
5541,1.0,0.0379,0.3863
16489,0.568,0.129,0.396
18958,1.0,0.04,0.292
19340,1.0,0.034,0.235
13696,0.494,0.249,0.259
22006,0.434,0.22,0.1
8658,0.4209,0.2466,0.3322
22260,0.322,0.21600000000000003,0.1
13016,0.47,0.151,0.21
6365,0.8312,0.1865,0.3753
11878,1.0,0.0343,0.5518
26037,0.228,0.242,0.184
4953,0.6996,0.1445,0.5608
26464,0.18100000000000002,0.188,0.14400000000000002
21523,0.113,0.23,0.10800000000000001
5121,1.0,0.1015,0.528
23753,0.19899999999999998,0.126,0.439
26968,0.499,0.184,0.036000000000000004
12691,0.569,0.102,0.12300000000000001
27208,0.47,0.182,0.094
15377,0.099,0.256,0.121
7492,0.3579,0.1837,0.3418
6962,0.1991,0.2399,0.1998
19516,0.114,0.22899999999999998,0.076
21611,0.387,0.226,0.068
11184,0.1659,0.2246,0.1508
3064,1.0,0.0434,0.3163
176,0.9309999999999999,0.2258,0.2047
3002,1.0,0.0606,0.2217
8122,0.1641,0.2317,0.0707
21797,0.382,0.22,0.067
27662,0.682,0.14400000000000002,0.251
9454,0.14400000000000002,0.2208,0.1655
24636,0.654,0.15,0.27899999999999997
13053,0.281,0.248,0.171
15398,0.10099999999999999,0.272,0.155
25435,0.196,0.21100000000000002,0.157
23789,0.183,0.146,0.278
22587,0.131,0.244,0.172
10243,0.4629,0.0561,0.2969
14456,0.762,0.122,0.301
24446,1.0,0.034,0.281
11755,0.3388,0.1448,0.0968
7738,0.2694,0.26,0.2578
5676,0.7064,0.2558,0.1956
20845,0.498,0.157,0.369
484,0.9458,0.19699999999999998,0.3036
12037,0.9412,0.0966,0.6168
11199,0.1619,0.2199,0.1065
4632,0.9987,0.1609,0.5614
26729,0.34700000000000003,0.205,0.24
7711,0.4019,0.1859,0.4046
25860,1.0,0.063,0.369
2291,0.2528,0.2218,0.0801
190,0.8153,0.1343,0.2565
13091,0.433,0.226,0.2
26120,1.0,0.062,0.635
5626,1.0,0.0629,0.3121
1159,1.0,0.121,0.27899999999999997
15991,0.9470000000000001,0.073,0.47100000000000003
11275,0.226,0.2433,0.1164
9986,0.35600000000000004,0.1639,0.2438
13795,0.9329999999999999,0.098,0.375
25959,0.18100000000000002,0.20600000000000002,0.152
7784,1.0,0.0846,0.5609
22595,0.13,0.244,0.174
11240,0.2167,0.2242,0.0931
14285,1.0,0.035,0.732
8519,0.409,0.2058,0.5081
1168,1.0,0.1687,0.1851
6734,0.3238,0.2353,0.1487
16748,0.556,0.131,0.321
7818,0.287,0.2452,0.2109
15743,0.514,0.264,0.165
13479,0.257,0.188,0.11599999999999999
3753,1.0,0.0963,0.3743
4944,0.9529,0.14800000000000002,0.5658
11330,0.2715,0.1811,0.152
27066,0.47200000000000003,0.207,0.043
636,0.9627,0.1602,0.2333
11510,0.2842,0.1492,0.1394
16787,0.525,0.13699999999999998,0.389
17055,0.298,0.218,0.10800000000000001
25185,1.0,0.063,0.642
13658,0.322,0.243,0.163
18946,1.0,0.043,0.266
22982,0.254,0.121,0.253
694,1.0,0.0719,0.4741
14668,1.0,0.068,0.7120000000000001
11814,0.2862,0.1452,0.1025
23543,0.09699999999999999,0.23199999999999998,0.171
14658,1.0,0.053,0.706
21610,0.386,0.228,0.076
261,1.0,0.2303,0.0503
4672,0.505,0.0921,0.4684
13258,0.377,0.19399999999999998,0.218
26317,0.48,0.11199999999999999,0.032
27582,0.9309999999999999,0.205,0.098
22792,1.0,0.07200000000000001,0.441
10515,0.3852,0.2429,0.3329
1599,1.0,0.113,0.3131
27605,0.925,0.187,0.151
974,1.0,0.02,0.3961
25094,1.0,0.02,0.447
24163,1.0,0.038,0.563
12697,0.5760000000000001,0.109,0.159
8606,0.4135,0.2212,0.2916
15468,0.262,0.17,0.426
26587,0.28,0.165,0.203
2996,1.0,0.0743,0.2721
7212,0.45299999999999996,0.1397,0.2899
13923,1.0,0.09699999999999999,0.706
8556,0.4497,0.1998,0.3398
2648,0.4915,0.2264,0.2273
24181,1.0,0.094,0.522
20348,0.165,0.218,0.142
661,1.0,0.02,0.1834
13868,1.0,0.086,0.831
8003,0.1026,0.2454,0.0415
5001,1.0,0.0222,0.4149
2209,1.0,0.0917,0.2743
19330,1.0,0.02,0.306
317,0.9343,0.2009,0.2657
293,1.0,0.1876,0.0714
13810,0.934,0.106,0.36
27143,0.345,0.204,0.067
6205,1.0,0.149,0.3854
21176,0.775,0.085,0.486
14418,1.0,0.079,0.298
8394,0.299,0.2508,0.3619
21433,0.581,0.14400000000000002,0.467
17039,0.377,0.225,0.109
6516,1.0,0.0467,0.5611
2626,0.8548,0.092,0.2337
10114,0.8201,0.02,0.2155
8131,0.1413,0.2311,0.0983
27045,0.289,0.16,0.059000000000000004
13007,0.442,0.17800000000000002,0.19
518,0.9464,0.2122,0.3867
23137,0.11,0.257,0.14800000000000002
7779,0.9478,0.0794,0.5564
2956,1.0,0.0747,0.3213
8275,0.2362,0.2398,0.2062
6847,0.4221,0.1793,0.3572
17007,0.41100000000000003,0.223,0.25
25620,0.249,0.098,0.152
11356,0.2784,0.1534,0.0897
12778,0.467,0.21100000000000002,0.285
17138,0.099,0.233,0.109
22963,0.7040000000000001,0.059000000000000004,0.258
26003,0.192,0.20800000000000002,0.158
8621,0.3276,0.2361,0.3061
8246,0.324,0.2195,0.2591
26949,0.48100000000000004,0.19,0.045
832,1.0,0.0234,0.4
21483,0.521,0.063,0.48700000000000004
13677,0.40299999999999997,0.225,0.177
7887,0.6415,0.1542,0.335
7079,0.2074,0.2528,0.2249
16689,0.256,0.094,0.349
11443,0.2944,0.1464,0.1142
11534,0.282,0.1585,0.0786
26842,0.498,0.217,0.34
12873,0.11900000000000001,0.24,0.03
6345,1.0,0.0416,0.47
13494,0.22,0.201,0.094
26690,0.39299999999999996,0.183,0.22
1827,1.0,0.084,0.3308
23951,0.191,0.159,0.13
22583,0.132,0.242,0.183
5726,0.6855,0.2688,0.2369
10612,0.4413,0.2281,0.2362
4501,0.5378,0.2265,0.2256
16339,0.22699999999999998,0.256,0.326
